seed,MAE_pooled,RMSE_pooled,R2_pooled
42,0.082600526304475,0.14234418634440196,0.08062202776673721
2,0.08160524410755582,0.14199158001352177,0.08517124026648004
200,0.08396765710116863,0.14265181739858335,0.07664385564563259
350,0.08399849090502687,0.14656903935585103,0.025236837431395154
80,0.0827473254035501,0.14374394924893968,0.062451440951160286
