name_project,name_truncated,sector_en,all_sectors,n_types,budget_project,area_sqm,region,city,is_multi_region,area_parse_status,has_budget,start_date,end_date,duration_days,start_year,start_date_precision,end_date_precision,status_en,is_at_risk,sectors,status_project,region_project
تقاطع الطريق الدائري الشرقي مع طريق العروبة,False,Government,"['Government', 'Infrastructure']",2,102782440.0,,Al-Riyadh,الرياض,False,linear_distance_not_area,True,2012-02-01,2013-11-01,639.0,2012.0,month-level,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
إسكان محافظة بدر,False,Government,"['Government', 'Infrastructure', 'Residential']",3,340135218.0,1479039.0,Al-Madinah Al-Monawarah,بدر,False,ok,True,,,,,,,Proposed,False,حكومي,المشاريع المقترحة,"منطقة المدينة المنورة, بدر"
مدينة الملك عبد الله الاقتصادية – KAEC,False,Government,"['Commercial', 'Education', 'Government', 'Health', 'Hospitality', 'Industrial', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential', 'Scientific', 'Sports']",12,375000000000.0,173000000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,True,2005-01-01,2030-12-31,9495.0,2005.0,year-level,year-level,Under construction,False,حكومي,تحت الإنشاء,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
توسعة متنزه سد وادي نمار,False,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,,130000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة الرياض, الرياض"
مشروع التأهيل البيئي لوادي لبن “المرحلة الأولى”,False,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,,,Al-Riyadh,الرياض,False,empty,False,,2012-04-10,,,,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
مشروع التأهيل البيئي لوادي نمار “المرحلة الأولى”...,True,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,,,Al-Riyadh,الرياض,False,empty,False,,2012-04-10,,,,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
مبنى محكمة التنفيذ -المدينة المنورة,False,Government,"['Government', 'Infrastructure']",2,55677569.0,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,True,2014-05-02,,,2014.0,exact,,Under construction,False,حكومي,تحت الإنشاء,"منطقة المدينة المنورة, المدينة المنورة"
مبنى هيئة الرقابة والتحقيق,False,Government,['Government'],1,35706933.0,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,True,2015-09-01,2017-09-01,731.0,2015.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة المدينة المنورة, المدينة المنورة"
مترو مكة | محطة جبل الكعبة للنقل العام,False,Government,"['Government', 'Infrastructure']",2,,,Makkah Al-Mokarramah,مكة المكرمة,False,empty,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
مقر نماء المنورة – Namaa Almunawara’s Headquarter,False,Government,"['Government', 'Religious/Charity']",2,32797168.0,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,True,2015-12-01,2017-05-28,544.0,2015.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة المدينة المنورة, المدينة المنورة"
معهد الملك عبدالله لتنقية النانو,False,Government,"['Government', 'Scientific']",2,,13000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Stalled,True,حكومي,متعثر,"منطقة الرياض, الرياض"
مركز الملك عبدالعزيز الدولي للمؤتمرات – King Abdulaziz Confer...,True,Government,['Government'],1,,165000.0,Al-Riyadh,الرياض,False,ok,False,,2005-02-08,,,,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
مجمع الخدمات المركزية للتوسعة المسجد الحرام,False,Government,"['Government', 'Infrastructure']",2,,84000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,2010-04-01,2014-04-01,1461.0,2010.0,month-level,exact,Completed,False,حكومي,مكتمل,"مكة المكرمة, منطقة مكة المكرمة"
برج قوات أمن المسجد الحرام – Security forces of the Grand Mosque Tower...,True,Government,['Government'],1,,,Makkah Al-Mokarramah,مكة المكرمة,False,empty,False,2010-03-01,,,2010.0,month-level,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
برج إسكان قوات الامن بالمسجد الحرام,False,Government,"['Government', 'Residential']",2,,66500.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
مستشفى المسجد الحرام (MHMH),False,Government,"['Government', 'Health', 'Residential']",3,,66500.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...,True,Government,"['Education', 'Government', 'Industrial', 'Scientific']",4,,,Eastern Region,الأحساء,False,empty,False,2008-05-13,2014-10-27,2358.0,2008.0,exact,exact,Completed,False,حكومي,مكتمل,"المنطقة الشرقية, الأحساء"
فندق ومنتجع ميلينيوم جيزان,False,Government,"['Government', 'Hospitality']",2,225000000.0,100000.0,Jazan,جازان,False,ok,True,2011-12-01,2016-12-01,1827.0,2011.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة جازان, جازان"
فندق ميلينيوم الباحة – Millennium Hotel Baha,False,Government,"['Government', 'Hospitality']",2,255000000.0,103000.0,Al-Baha,الباحة,False,ok,True,2011-12-12,2016-12-12,1827.0,2011.0,exact,exact,Delayed,True,حكومي,متأخر,"منطقة الباحة, الباحة"
توسعة مقر فرع معهد الإدارة العامة بالمنطقة الشرقية,False,Government,['Government'],1,128000000.0,22000.0,Eastern Region,الدمام,False,ok,True,,,,,,,Announced,False,حكومي,معلن عنه,"المنطقة الشرقية, الدمام"
فندف جامعة نجران,False,Government,"['Government', 'Hospitality']",2,,,Najran,نجران,False,empty,False,,,,,,,Announced,False,حكومي,معلن عنه,"نجران, منطقة نجران"
مقر الامن العام و وزارة الداخلية,False,Government,"['Government', 'Hospitality', 'Residential']",3,,5300002.0,Makkah Al-Mokarramah,جدة,False,ok,False,2015-01-04,2016-12-29,725.0,2015.0,exact,exact,Delayed,True,حكومي,متأخر,"منطقة مكة المكرمة, جدة"
مبنى المديرية العامة للمياة في حائل,False,Government,['Government'],1,61214794.0,,Hail,حائل,False,empty,True,2014-11-01,2016-11-01,731.0,2014.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة حائل, حائل"
فندق ملينيوم حائل,False,Government,"['Government', 'Hospitality']",2,275000000.0,179200.0,Hail,حائل,False,ok,True,2010-03-01,2015-03-01,1826.0,2010.0,month-level,exact,Completed,False,حكومي,مكتمل,"منطقة حائل, حائل"
مبنى ديوان المراقبة العامه,False,Government,"['Government', 'Infrastructure']",2,16941400.0,,Hail,حائل,False,empty,True,2014-12-01,2016-12-01,731.0,2014.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة حائل, حائل"
مشروع اسكان تبوك 2,False,Government,"['Government', 'Residential']",2,,950000.0,Tabouk,تبوك,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة تبوك, تبوك"
مشروع اسكان تبوك 1,False,Government,"['Government', 'Residential']",2,180285366.0,1098155.0,Tabouk,تبوك,False,ok,True,,,,,,,Stalled,True,حكومي,متعثر,"منطقة تبوك, تبوك"
إسكان أعضاء هيئة التدريس جامعة تبوك,False,Government,"['Government', 'Residential']",2,,,Tabouk,تبوك,False,empty,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة تبوك, تبوك"
طريق السعودية – عُمان الدولي,False,Government,"['Government', 'Infrastructure']",2,1623756000.0,,Eastern Region,الأحساء,False,linear_distance_not_area,True,2011-05-01,2016-04-10,1806.0,2011.0,month-level,exact,Completed,False,حكومي,مكتمل,"المنطقة الشرقية, الأحساء"
متحف عسير الإقليمي – Asir Regional Museum,False,Government,"['Government', 'Leisure/Tourism']",2,30474561.0,3400.0,Aseer,أبها,False,ok,True,,2014-04-01,,,,exact,Completed,False,حكومي,مكتمل,"منطقة عسير, أبها"
جامع السودة,False,Government,"['Government', 'Religious/Charity']",2,43000000.0,,Aseer,أبها,False,empty,True,,,,,,,Proposed,False,حكومي,المشاريع المقترحة,"منطقة عسير, أبها"
حديقة مطار أبها,False,Government,"['Government', 'Leisure/Tourism']",2,28000000.0,125000.0,Aseer,أبها,False,ok,True,,,,,,,Completed,False,حكومي,مكتمل,"منطقة عسير, أبها"
الواجهة البحرية لشاطيء الحريضة,False,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,500000000.0,2420000.0,Aseer,أبها,False,ok,True,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة عسير, أبها"
المركز الحضرى بأبها,False,Government,"['Government', 'Leisure/Tourism']",2,130000000.0,500000.0,Aseer,أبها,False,ok,True,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة عسير, أبها"
تطوير وتأهيل وسط ابها,False,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,650000000.0,2621164.0,Aseer,أبها,False,ok,True,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة عسير, أبها"
مبنى الطيران الخاص بمطار الدمام,False,Government,"['Government', 'Infrastructure']",2,,130000.0,Eastern Region,الدمام,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"المنطقة الشرقية, الدمام"
الدائري الأول في مكة المكرمة,False,Government,"['Government', 'Infrastructure']",2,,,Makkah Al-Mokarramah,مكة المكرمة,False,linear_distance_not_area,False,2012-12-15,,,2012.0,exact,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
البرج الطبي للولادة والأطفال بحائل,False,Government,"['Government', 'Health']",2,290000000.0,1000020.0,Hail,حائل,False,ok,True,2012-04-29,,,2012.0,exact,,Under construction,False,حكومي,تحت الإنشاء,"منطقة حائل, حائل"
مركز الفن المعاصر بالدرعية – Addiriyah Contemporary Art Center,False,Government,"['Government', 'Leisure/Tourism']",2,,,Al-Riyadh,الدرعية,False,empty,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة الرياض, الدرعية"
إسكان اعضاء هيئة التدريس جامعة طيبة – Faculty Housing University...,True,Government,"['Education', 'Government', 'Infrastructure', 'Residential']",4,421000000.0,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,True,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة المدينة المنورة, المدينة المنورة"
متنزه الأمير سطام – Prince Sattam Park,False,Government,"['Government', 'Leisure/Tourism']",2,400000000.0,300000.0,Al-Riyadh,الرياض,False,ok,True,,2019-12-01,,,,exact,Announced,False,حكومي,معلن عنه,"منطقة الرياض, الرياض"
إسكان الطلاب والطالبات جامعة طيبة – Housing students Taibah Unive...,True,Government,"['Education', 'Government', 'Residential']",3,142000000.0,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,True,2013-06-10,2015-06-10,730.0,2013.0,exact,exact,Delayed,True,حكومي,متأخر,"منطقة المدينة المنورة, المدينة المنورة"
مستشفى المدينة المنورة للنساء والولادة والأطفال – Ma...,True,Government,"['Government', 'Health']",2,80000000.0,1000000.0,Al-Madinah Al-Monawarah,المدينة المنورة,False,ok,True,,,,,,,Stalled,True,حكومي,متعثر,"منطقة المدينة المنورة, المدينة المنورة"
جامعة الملك سعود بن عبد العزيز للعلوم الصحية بجدة – K...,True,Government,"['Education', 'Government', 'Health', 'Scientific']",4,,200000.0,Makkah Al-Mokarramah,جدة,False,ok,False,2008-05-13,2015-08-26,2661.0,2008.0,exact,exact,Completed,False,حكومي,مكتمل,"منطقة مكة المكرمة, جدة"
مركز وسط المدينة الجديد في الجبيل الصناعية – The new city...,True,Government,"['Education', 'Government', 'Hospitality', 'Leisure/Tourism', 'Residential']",5,,2800000.0,Eastern Region,الجبيل الصناعية,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"المنطقة الشرقية, الجبيل الصناعية"
ريتز كارلتون جدة – Ritz Carlton Jeddah,False,Government,"['Government', 'Hospitality']",2,26000000000.0,230000.0,Makkah Al-Mokarramah,جدة,False,ok,True,2009-01-01,2015-01-01,2191.0,2009.0,year-level,exact,Completed,False,حكومي,مكتمل,"منطقة مكة المكرمة, جدة"
امتداد طريقي أبو بكر الصديق والعروبة عبر قاعدة الرياض �...,True,Government,"['Government', 'Infrastructure']",2,1625709312.0,,Al-Riyadh,الرياض,False,linear_distance_not_area,True,2009-08-25,2013-05-08,1352.0,2009.0,exact,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
متحف الدمام الاقليمي – Dammam Regional Museum,False,Government,"['Government', 'Leisure/Tourism']",2,45000000.0,15000.0,Eastern Region,الدمام,False,ok,True,2011-06-04,2018-05-01,2523.0,2011.0,exact,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الدمام"
"المدينة الطبية بجامعة الملك سعود – Medical City, King Saud Univers...",True,Government,"['Education', 'Government', 'Health']",3,,,Al-Riyadh,الرياض,False,empty,False,,2016-02-15,,,,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
مدينة الملك خالد الطبية – King Khaled Medical City,False,Government,"['Government', 'Health']",2,4500000000.0,700000.0,Eastern Region,الظهران,False,ok,True,,,,,,,Announced,False,حكومي,معلن عنه,"المنطقة الشرقية, الظهران"
مقر نادي الطائي – Al-Tai Sport Club,False,Government,"['Government', 'Sports']",2,86882065.0,100000.0,Hail,حائل,False,ok,True,2008-06-01,2015-11-19,2727.0,2008.0,month-level,exact,Completed,False,حكومي,مكتمل,حائل
مجمع بلاس كيم الجبيل – Plus Kim Complex Jubail,False,Government,"['Government', 'Industrial']",2,,,Eastern Region,الجبيل الصناعية,False,linear_distance_not_area,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"المنطقة الشرقية, الجبيل الصناعية"
مبنيين اسثماريين لجمعية الأمير فهد بن سلمان الخيرية لر...,True,Government,"['Commercial', 'Government']",2,101250000.0,28160.0,Al-Riyadh,الرياض,False,ok,True,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة الرياض, الرياض"
مشروع تقاطع طريق الملك فهد مع طريق عين نجم في الاحساء...,True,Government,"['Government', 'Infrastructure']",2,121000000.0,,Eastern Region,الأحساء,False,linear_distance_not_area,True,2013-05-17,2017-05-17,1461.0,2013.0,exact,exact,Completed,False,حكومي,مكتمل,"المنطقة الشرقية, الأحساء"
توسعة مكتبة الملك فهد,False,Government,"['Education', 'Government']",2,,87000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
قطار الحرمين السريع – Haramain High Speed Rail,False,Government,"['Government', 'Infrastructure']",2,63000000000.0,,Makkah Al-Mokarramah / Al-Madinah Al-Monawarah,"مكة المكرمة, مدينة الملك عبدالله الاقتصادية, المدينة المنورة, جدة",True,linear_distance_not_area,True,,2018-09-25,,,,exact,Completed,False,حكومي,مكتمل,"مكة المكرمة, مدينة الملك عبدالله الاقتصادية, المدينة المنورة, جدة"
تطوير ممشى مصلى العيد,False,Government,"['Government', 'Leisure/Tourism']",2,,,Tabouk,تبوك,False,empty,False,,,,,,,Completed,False,حكومي,مكتمل,"منطقة تبوك, تبوك"
ميدان سلطان الخير (تبوك),False,Government,['Government'],1,,,Tabouk,تبوك,False,empty,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة تبوك, تبوك"
متحف تبوك الاقليمي – Tabuk Regional Museum,False,Government,"['Government', 'Leisure/Tourism']",2,100000000.0,100000.0,Tabouk,تبوك,False,ok,True,2010-07-01,2015-12-31,2009.0,2010.0,month-level,year-level,Completed,False,حكومي,مكتمل,"منطقة تبوك, تبوك"
إنشاء تسع جسور مشاة (تبوك),False,Government,['Government'],1,45000000.0,,Tabouk,تبوك,False,empty,True,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة تبوك, تبوك"
منتزه البيضاء البري,False,Government,"['Government', 'Leisure/Tourism']",2,,4000000.0,Al-Madinah Al-Monawarah,المدينة المنورة,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة المدينة المنورة, المدينة المنورة"
مطار الأمير عبدالمجيد بن عبدالعزيز بالعلا – Prince Abdul M...,True,Government,"['Government', 'Infrastructure']",2,143000000.0,13750000.0,Al-Madinah Al-Monawarah,العلا,False,ok,True,,2008-01-01,,,,exact,Completed,False,حكومي,مكتمل,"منطقة المدينة المنورة, العلا"
تطوير مطار نجران الإقليمي (المرحلة الأولى) – Development of...,True,Government,"['Government', 'Infrastructure']",2,346000000.0,,Najran,نجران,False,empty,True,,2011-06-01,,,,exact,Completed,False,حكومي,مكتمل,"نجران, منطقة نجران"
مطار الأمير سلطان بن عبدالعزيز بتبوك (المرحلة الأولى) &#...,True,Government,"['Government', 'Infrastructure']",2,200000000.0,675000.0,Tabouk,تبوك,False,ok,True,,2011-05-15,,,,exact,Completed,False,حكومي,مكتمل,"منطقة تبوك, تبوك"
تطوير مطار الجوف – Development of Al Jouf Airport,False,Government,"['Government', 'Infrastructure']",2,,14000000.0,Al-Jouf,سكاكا,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة الجوف, سكاكا"
تطوير مطار القريات – Development of Al-Qurayyat Airport,False,Government,"['Government', 'Infrastructure']",2,,1600000.0,Al-Jouf,القريات,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة الجوف, القريات"
تطوير مطار الأمير عبد المحسن بن عبد العزيز بينبع – Dev...,True,Government,"['Government', 'Infrastructure']",2,,8600000.0,Al-Madinah Al-Monawarah,ينبع,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"ينبع, منطقة المدينة المنورة"
مواصلات جدة – Jeddah Transport,False,Government,"['Government', 'Infrastructure']",2,45000000000.0,,Makkah Al-Mokarramah,جدة,False,linear_distance_not_area,True,2016-06-01,2022-12-31,2404.0,2016.0,month-level,year-level,Announced,False,حكومي,معلن عنه,"منطقة مكة المكرمة, جدة"
تطوير مطار عرعر – Development of Arar Airport,False,Government,"['Government', 'Infrastructure']",2,302420000.0,6720000.0,Northern Borders,عرعر,False,ok,True,,2017-10-01,,,,exact,Delayed,True,حكومي,متأخر,"منطقة الحدود الشمالية, عرعر"
الصالة الخامسة مطار الملك خالد الدولي – King Khalid Internatio...,True,Government,"['Government', 'Infrastructure']",2,1616000000.0,100000.0,Al-Riyadh,الرياض,False,ok,True,,2016-06-13,,,,exact,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
تطوير مطار الملك سعود بن عبدالعزيز بالباحة – Development o...,True,Government,"['Government', 'Infrastructure']",2,,4850000.0,Al-Baha,,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,منطقة الباحة
جسر الملك حمد – King Hamad Causeway,False,Government,"['Government', 'Infrastructure']",2,18750000000.0,,Eastern Region,الخبر,False,linear_distance_not_area,True,,,,,,,Announced,False,حكومي,معلن عنه,"المنطقة الشرقية, الخبر"
قطار الخليج – Gulf Train – GCC,False,Government,"['Government', 'Infrastructure']",2,57750000000.0,,Eastern Region,,False,linear_distance_not_area,True,,,,,,,Announced,False,حكومي,معلن عنه,المنطقة الشرقية
مطار الملك عبدالله بن عبدالعزيز الدولي – King Abdullah Intern...,True,Government,"['Government', 'Infrastructure']",2,2500000000.0,5000000.0,Jazan,جازان,False,ok,True,2018-10-22,2022-03-31,1256.0,2018.0,exact,month-level,Under construction,False,حكومي,تحت الإنشاء,"منطقة جازان, جازان"
تقاطع طريق الملك عبدالعزيز مع الطريق الثامن والعشرون ف...,True,Government,"['Government', 'Infrastructure']",2,255736242.0,,Eastern Region,الدمام,False,linear_distance_not_area,True,2016-02-28,2018-06-01,824.0,2016.0,exact,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الدمام"
تقاطع طريق الملك عبدالعزيز مع الطريق العاشر في الخبر...,True,Government,"['Government', 'Infrastructure']",2,46000000.0,,Eastern Region,الخبر,False,linear_distance_not_area,True,2015-07-25,2017-07-25,731.0,2015.0,exact,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الخبر"
منطقة الخدمات تبوك – Tabuk Service Area,False,Government,"['Commercial', 'Government', 'Industrial', 'Infrastructure']",4,,40000000.0,Tabouk,تبوك,False,ok,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة تبوك, تبوك"
مجمع مختبرات الهيئة العامة للغذاء والدواء تبوك – The S...,True,Government,"['Government', 'Health']",2,,33000.0,Tabouk,تبوك,False,ok,False,,,,,,,Proposed,False,حكومي,المشاريع المقترحة,"منطقة تبوك, تبوك"
تطوير مطار أبها الإقليمي – The development of Abha Regional Airport,False,Government,"['Government', 'Infrastructure']",2,1800000000.0,6000000.0,Aseer,أبها,False,ok,True,2015-02-01,2018-03-01,1124.0,2015.0,month-level,exact,Delayed,True,حكومي,متأخر,"منطقة عسير, أبها"
مشروع التطوير والتنسيق الحضاري لمنطقة الخندق,False,Government,"['Government', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity']",4,,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,False,,,,,,,Proposed,False,حكومي,المشاريع المقترحة,"منطقة المدينة المنورة, المدينة المنورة"
تقاطع طريق الملك فهد مع طريق الديوان في الهفوف,False,Government,"['Government', 'Infrastructure']",2,350000000.0,,Eastern Region,الأحساء,False,linear_distance_not_area,True,2014-03-01,2018-03-01,1461.0,2014.0,month-level,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الأحساء"
تقاطع طريق الملك عبدالله مع طريق مكة المكرمة في الهفوف...,True,Government,"['Government', 'Infrastructure']",2,51000000.0,,Eastern Region,الأحساء,False,linear_distance_not_area,True,2015-02-01,2017-10-01,973.0,2015.0,month-level,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الأحساء"
"مشروع النقل العام بالدمام والقطيف – Dammam, Qatif public transpor...",True,Government,"['Government', 'Infrastructure']",2,60000000000.0,,Eastern Region,,False,linear_distance_not_area,True,2015-12-31,2022-12-31,2557.0,2015.0,exact,year-level,Announced,False,حكومي,معلن عنه,المنطقة الشرقية
مدينة وعد الشمال – Waad Al Shamaal City,False,Government,"['Government', 'Industrial', 'Infrastructure']",3,26000000000.0,440000000.0,Northern Borders,طريف,False,ok,True,2014-02-01,2042-12-31,10560.0,2014.0,month-level,year-level,Under construction,False,حكومي,تحت الإنشاء,"منطقة الحدود الشمالية, طريف"
مداخل وبوابات المدينة المنورة – Gates of Al Madinah Al Munawwarah...,True,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,,35000.0,Al-Madinah Al-Monawarah,المدينة المنورة,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة المدينة المنورة, المدينة المنورة"
مترو المدينة المنورة – Madinah Metro,False,Government,"['Government', 'Infrastructure']",2,,,Al-Madinah Al-Monawarah,المدينة المنورة,False,linear_distance_not_area,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة المدينة المنورة, المدينة المنورة"
تطوير الكورنيش الأوسط و شارع فلسطين – Middle Corniche & Pal...,True,Government,"['Government', 'Infrastructure', 'Leisure/Tourism']",3,135506447.0,,Makkah Al-Mokarramah,جدة,False,linear_distance_not_area,True,2011-07-02,2013-04-24,662.0,2011.0,exact,exact,Completed,False,حكومي,مكتمل,"منطقة مكة المكرمة, جدة"
مصفاة جازان – Jazan Refinery,False,Government,"['Government', 'Industrial']",2,26250000000.0,,Jazan,مدينة جازان للصناعات الاساسية والتحويلية,False,empty,True,2012-11-14,2018-12-31,2238.0,2012.0,exact,year-level,Delayed,True,حكومي,متأخر,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية"
مدينة جازان للصناعات الاساسية والتحويلية – Jazan Economic...,True,Government,"['Government', 'Industrial', 'Infrastructure']",3,100000000000.0,103000000.0,Jazan,مدينة جازان للصناعات الاساسية والتحويلية,False,ok,True,2006-11-04,,,2006.0,exact,,Under construction,False,حكومي,تحت الإنشاء,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية"
وادي العسلاء مروج جدة – Murooj Jeddah,False,Government,"['Government', 'Infrastructure']",2,6000000000.0,130000000.0,Makkah Al-Mokarramah,جدة,False,ok,True,2014-01-01,2021-12-31,2921.0,2014.0,year-level,year-level,Under construction,False,حكومي,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مشروع بحيرات الحاير-  Al’Hair Lakes project,False,Government,"['Government', 'Hospitality', 'Leisure/Tourism']",3,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Announced,False,حكومي,معلن عنه,"منطقة الرياض, الرياض"
مطار الملك عبدالعزيز الدولي الجديد – King Abdulaziz Internationa...,True,Government,"['Government', 'Infrastructure']",2,36000000000.0,105000000.0,Makkah Al-Mokarramah,جدة,False,ok,True,,2018-05-17,,,,exact,Delayed,True,حكومي,متأخر,"منطقة مكة المكرمة, جدة"
مستشفى جامعة الإمام عبد الرحمن بن فيصل – Imam Abdul Rahman bin...,True,Government,"['Education', 'Government', 'Health']",3,500000000.0,150000.0,Eastern Region,الدمام,False,ok,True,2012-02-01,2017-02-01,1827.0,2012.0,month-level,exact,Delayed,True,حكومي,متأخر,"المنطقة الشرقية, الدمام"
مبنى بلدية الخبر – Al Khobar Municipality Building,False,Government,['Government'],1,110000000.0,1650.0,Eastern Region,الخبر,False,ok,True,2010-05-01,2014-04-01,1431.0,2010.0,month-level,exact,Stalled,True,حكومي,متعثر,"المنطقة الشرقية, الخبر"
منطقة البلازا المالية – Financial Plaza – KAFD,False,Government,"['Government', 'Leisure/Tourism']",2,,61300.0,Al-Riyadh,الرياض,False,ok,False,,2016-10-18,,,,exact,Delayed,True,حكومي,متأخر,"منطقة الرياض, الرياض"
جسور المشاة – SKYWALKS – KAFD,False,Government,"['Government', 'Infrastructure']",2,,,Al-Riyadh,الرياض,False,empty,False,2010-01-01,2016-12-31,2556.0,2010.0,year-level,year-level,Delayed,True,حكومي,متأخر,"منطقة الرياض, الرياض"
برج فيلاز إن ذا سكاي – VILLAS IN THE SKY – KAFD,False,Government,"['Commercial', 'Government', 'Residential']",3,,41000.0,Al-Riyadh,الرياض,False,ok,False,2009-01-01,2013-12-31,1825.0,2009.0,year-level,year-level,Completed,False,حكومي,مكتمل,"منطقة الرياض, الرياض"
واحة الملك سلمان للعلوم – King Salman Science Oasis,False,Government,"['Education', 'Government', 'Leisure/Tourism', 'Scientific']",4,,200000.0,Al-Riyadh,الرياض,False,ok,False,2011-01-01,2016-12-31,2191.0,2011.0,year-level,year-level,Delayed,True,حكومي,متأخر,"منطقة الرياض, الرياض"
متحف العلوم ومركز المناخ والجيولوجيا – Geo-Science Centre R...,True,Government,"['Education', 'Government', 'Leisure/Tourism']",3,,54000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,حكومي,تحت الإنشاء,"منطقة الرياض, الرياض"
مترو مكة | محطة كدي المركزية للنقل العام – Makkah Metro | Kuda...,True,Government,"['Government', 'Infrastructure']",2,,,Makkah Al-Mokarramah,مكة المكرمة,False,empty,False,2015-02-01,,,2015.0,month-level,,Under construction,False,حكومي,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
محطة المروة للنقل العام – Al Marwah Station Plaza,False,Government,"['Government', 'Infrastructure']",2,,200000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,2015-06-01,,,2015.0,month-level,,Stalled,True,حكومي,متعثر,"مكة المكرمة, منطقة مكة المكرمة"
