name_project,name_truncated,sector_en,all_sectors,n_types,budget_project,area_sqm,region,city,is_multi_region,area_parse_status,has_budget,start_date,end_date,duration_days,start_year,start_date_precision,end_date_precision,status_en,is_at_risk,sectors,status_project,region_project
برج غرفة الشرقية الاستثماري – Asharqia Chamber Investment Tower,False,Commercial,['Commercial'],1,335000000.0,7752.0,Eastern Region,الدمام,False,ok,True,2019-07-03,2021-12-31,912.0,2019.0,exact,year-level,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
مقر برايس ووتر هاوس كوبرز – PWC Headquarter,False,Commercial,"['Commercial', 'Residential']",2,,8000.0,Al-Riyadh,الرياض,False,ok,False,2010-01-01,,,2010.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مقر المدفوعات السعودية – Saudi Payment Headquarter,False,Commercial,"['Commercial', 'Residential']",2,1178000000.0,19500.0,Al-Riyadh,الرياض,False,ok,True,2009-01-01,2014-12-31,2190.0,2009.0,year-level,year-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
الاحساء ستريب مول – Ahsa Strip Mall,False,Commercial,['Commercial'],1,,19888.0,Eastern Region,الأحساء,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الأحساء"
برج الدايل – Al-Dailh Tower,False,Commercial,"['Commercial', 'Hospitality']",2,120000000.0,3651.0,Makkah Al-Mokarramah,جدة,False,ok,True,2019-06-01,2022-03-31,1034.0,2019.0,month-level,month-level,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
برج سماسكو – SMASCO Tower,False,Commercial,"['Commercial', 'Residential']",2,,4100.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
بغلف افينيو – Baghlaf Avenue,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
قرية العبيكان و ماسك – Obeikan & Masic Village,False,Commercial,"['Commercial', 'Hospitality', 'Industrial']",3,,163000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
واحة الطائف – Taif Oasis,False,Commercial,"['Commercial', 'Hospitality']",2,50000000.0,7940.0,Makkah Al-Mokarramah,الطائف,False,ok,True,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, الطائف"
دبل تري جدة – DoubleTree Jeddah,False,Commercial,"['Commercial', 'Hospitality']",2,,8759.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
بوكس بارك – Box Park,False,Commercial,['Commercial'],1,,7000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
النخيل بلازا – Nakheel Plaza,False,Commercial,"['Commercial', 'Hospitality']",2,,15252.0,Makkah Al-Mokarramah,الطائف,False,ok,False,2017-03-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, الطائف"
مركز الأبحاث – Think Tank,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism', 'Scientific']",4,,,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
كيوبيك – QBIC,False,Commercial,['Commercial'],1,,17344.0,Al-Riyadh,الرياض,False,ok,False,2016-07-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
خطوات أبها – Abha Steps,False,Commercial,"['Commercial', 'Hospitality']",2,,,Aseer,أبها,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة عسير, أبها"
أرض أبها – Abha Land,False,Commercial,['Commercial'],1,,,Aseer,أبها,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة عسير, أبها"
مجمع مكتبي – Office Complex,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
مجمع سكني – Housing Complex,False,Commercial,"['Commercial', 'Residential']",2,,9600.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
كينج ووك – King Walk,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مطعم باب التراث – Bab Al-Turath Resturant,False,Commercial,['Commercial'],1,,,Aseer,أبها,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة عسير, أبها"
شرفة – Shurfa,False,Commercial,['Commercial'],1,,5400.0,Aseer,أبها,False,ok,False,2018-07-01,2019-09-30,456.0,2018.0,month-level,month-level,Under construction,False,تجاري,تحت الإنشاء,"منطقة عسير, أبها"
شموخ بلازا – Shumok Plaza,False,Commercial,['Commercial'],1,,4744.0,Eastern Region,الدمام,False,ok,False,2017-03-25,,,2017.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
مول صاري – Sari Mall,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
مجمع متعدد الاستخدام – Mixed Use Complex,False,Commercial,"['Commercial', 'Hospitality']",2,,5000.0,Najran,نجران,False,ok,False,2016-07-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"نجران, منطقة نجران"
مدينة الطيار – Al Tayyar City,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,278709.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
مبنى ممشى التحلية – Tahlia Walk Building,False,Commercial,['Commercial'],1,,1600.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
ساحة دان – Dan Plaza,False,Commercial,['Commercial'],1,,20000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,2018-10-17,,,2018.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
فندق ميلينيوم بليس – Millennium Place,False,Commercial,"['Commercial', 'Hospitality']",2,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
مجمع غراسيا – Gracia Complex,False,Commercial,['Commercial'],1,,4400.0,Eastern Region,الخبر,False,ok,False,2018-06-01,2019-03-31,303.0,2018.0,month-level,month-level,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الخبر"
ايكيا الثمامة – IKEA Thumama,False,Commercial,['Commercial'],1,,96000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
ذا كيرف مول – The Curve Mall,False,Commercial,['Commercial'],1,8000000.0,12000.0,Eastern Region,الدمام,False,ok,True,2018-11-01,,,2018.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
أبراج قناة البيلسان – Bay La Sun Canal Towers,False,Commercial,"['Commercial', 'Residential']",2,,62000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
ذا ايليت – The Elite,False,Commercial,['Commercial'],1,,9700.0,Al-Riyadh,الرياض,False,ok,False,2015-07-01,2019-03-31,1369.0,2015.0,month-level,month-level,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
الملقا وارف – Al-Malqa Wharf,False,Commercial,"['Commercial', 'Hospitality']",2,,4040.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
برج ميم – M Tower,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
شرفات بارك الخير – Shorofat Park Alkhair,False,Commercial,['Commercial'],1,,4000.0,Al-Riyadh,الرياض,False,ok,False,2016-06-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
شرفات بارك الراكة – Shorofat Park Rakkah,False,Commercial,['Commercial'],1,,52600.0,Eastern Region,الخبر,False,ok,False,2018-06-01,,,2018.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
فندق دار جدة – Dar Jeddah Hotel,False,Commercial,"['Commercial', 'Hospitality']",2,,2500.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
أسطبل بريدة – Buraydah Stables,False,Commercial,['Commercial'],1,,,Al-Qaseem,بريدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة القصيم, بريدة"
بارك ان الرياض العليا – Park Inn Riyadh Olaya,False,Commercial,"['Commercial', 'Hospitality']",2,,11000.0,Al-Riyadh,الرياض,False,ok,False,2017-11-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
فندق خبتي جراند – Khabty Grand Hotel,False,Commercial,"['Commercial', 'Hospitality']",2,,5500.0,Aseer,بيشة,False,ok,False,2013-10-01,,,2013.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة عسير, بيشة"
ثروات لوجستيك سيتي – Tharwat Logistic City,False,Commercial,"['Commercial', 'Industrial', 'Residential']",3,,1700000.0,Al-Riyadh,الرياض,False,ok,False,2017-05-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
صناعية الشمال – North Industrial,False,Commercial,"['Commercial', 'Industrial']",2,,250000.0,Al-Riyadh,الرياض,False,ok,False,2017-03-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
بن سكوير – Bin Square,False,Commercial,['Commercial'],1,,2747.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مجمع داينمك – Dynamic Complex,False,Commercial,['Commercial'],1,,4731.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
حلم أبها  –  The Dream of Abha,False,Commercial,"['Commercial', 'Government', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",5,,17000000.0,Aseer,أبها,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة عسير, أبها"
سيتي فيوز 2- City Views 2,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,32645.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
تلال أبها – Tilal Abha,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,206250000.0,18213.0,Aseer,أبها,False,ok,True,2017-02-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة عسير, أبها"
فنادق ايبيس و أداجيو و نوفوتيل الأندلس –  Novotel & Ibis...,True,Commercial,"['Commercial', 'Hospitality']",2,,9500.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مدينة الورود – Medinat Alwurud,False,Commercial,"['Commercial', 'Residential']",2,,9000000.0,Makkah Al-Mokarramah,الطائف,False,ok,False,2019-01-01,,,2019.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, الطائف"
بن جلوي بارك – Bin Glawy Park,False,Commercial,['Commercial'],1,18750000.0,8000.0,Eastern Region,الخبر,False,ok,True,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"المنطقة الشرقية, الخبر"
ضاحية الحسينية – Al Husayniyah Subrub,False,Commercial,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential']",6,,7541130.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
ربى مكة – Ruba Makkah,False,Commercial,"['Commercial', 'Hospitality']",2,,3989.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,2018-06-02,2021-10-06,1222.0,2018.0,exact,exact,Under construction,False,تجاري,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
بارك ان الدمام ويست أفينيو – Park Inn Dammam West Avenue,False,Commercial,"['Commercial', 'Hospitality']",2,,8300.0,Eastern Region,الدمام,False,ok,False,2017-11-30,2019-12-31,761.0,2017.0,exact,year-level,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
باك يارد – Back Yard,False,Commercial,['Commercial'],1,,8479.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
ردسي مول (التوسعة الثانية) – (Red Sea Mall (2nd Expansion,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,13000.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-08-03,2018-12-31,515.0,2017.0,exact,year-level,Delayed,True,تجاري,متأخر,"منطقة مكة المكرمة, جدة"
برج مكتبي طريق المدينة –  Madinah Road Office Tower,False,Commercial,['Commercial'],1,,2500.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
مركز جمعية النحالين – Beekeepers Cooperative Center,False,Commercial,['Commercial'],1,,,Al-Baha,بلجرشي,False,empty,False,2018-04-18,,,2018.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الباحة, بلجرشي"
سيتي فيوز 1- City Views 1,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,40391.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
مجمع الأمير نايف بن عبدالعزيز – Prince Naif Bin Abdulaziz Complex...,True,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,405898.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"مكة المكرمة, منطقة مكة المكرمة"
سلطان غالريا – Sultan Galleria,False,Commercial,"['Commercial', 'Hospitality']",2,,15000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
ياسمينا درايف – Yasmina Drive,False,Commercial,['Commercial'],1,,8800.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
النرجس سكوير – Alnarjes Square,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
الصفوة جاردن – Safwah Garden,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,207212.0,Jazan,جازان,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة جازان, جازان"
منتجعات شرما – Sharma Resorts,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,105000.0,Tabouk,شرما,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة تبوك, شرما"
تكامل – Tkamul,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
أبراج الربيع – SPRING TOWER,False,Commercial,"['Commercial', 'Hospitality']",2,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مقر موبايلي – Mobily Center,False,Commercial,"['Commercial', 'Infrastructure']",2,600000000.0,,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,empty,True,2013-07-03,,,2013.0,exact,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
مجمع الخليج السكني – Al Gulf Residence Compound,False,Commercial,"['Commercial', 'Residential']",2,112500000.0,30000.0,Makkah Al-Mokarramah,الطائف,False,ok,True,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, الطائف"
لبن بلازا – Laban Plaza,False,Commercial,['Commercial'],1,,7759.0,Al-Riyadh,الرياض,False,ok,False,2016-11-01,2017-12-31,425.0,2016.0,month-level,year-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
تطوير الفيصلية – Faysaliah Development,False,Commercial,"['Commercial', 'Residential']",2,,17000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
بارك ان جدة – Park Inn Jeddah,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,20000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
اتيلييه لافي – Atelier Lavie,False,Commercial,['Commercial'],1,,28800.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-12-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مجمع حمدان التجاري – Hammdan Commercial Complex,False,Commercial,['Commercial'],1,,11600.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
منصور رويال – Mansour Royal,False,Commercial,"['Commercial', 'Hospitality']",2,,,Al-Madinah Al-Monawarah,المدينة المنورة,False,empty,False,2016-05-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة المدينة المنورة, المدينة المنورة"
مجمع مطاعم – Restaurant Complex,False,Commercial,['Commercial'],1,,8500.0,Al-Madinah Al-Monawarah,المدينة المنورة,False,ok,False,2017-03-23,2018-10-06,562.0,2017.0,exact,exact,Delayed,True,تجاري,متأخر,"منطقة المدينة المنورة, المدينة المنورة"
راديسون بلو الإحساء – Radisson Blu Al Ahsa,False,Commercial,"['Commercial', 'Hospitality']",2,,,Eastern Region,الأحساء,False,empty,False,2013-01-01,,,2013.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الأحساء"
برج يوسف محمد ناغي – Yousef Muhammad Naghi Tower,False,Commercial,['Commercial'],1,45000000.0,1500.0,Makkah Al-Mokarramah,جدة,False,ok,True,2014-02-01,,,2014.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
الخريجي مول – EL KHERIJI SHOPPING MAL,False,Commercial,['Commercial'],1,,15700.0,Eastern Region,الخبر,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
تال بلازا – Tal Plaza,False,Commercial,['Commercial'],1,,7000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
سمارت بوليفارد – Smart Boulevard,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,380000.0,Eastern Region,الدمام,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الدمام"
سمارت سكوير – SMART SQUARE,False,Commercial,"['Commercial', 'Hospitality']",2,,140000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
برج رؤيا المالية – Vision Capital Tower,False,Commercial,"['Commercial', 'Hospitality']",2,150000000.0,3563.0,Makkah Al-Mokarramah,جدة,False,ok,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
قرية البحر الأحمر – Red Sea Village,False,Commercial,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",5,,3600000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مجمع مطاعم – Restaurant Complex,False,Commercial,['Commercial'],1,,10000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
القدية – Qiddiya,False,Commercial,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Sports']",6,,,Al-Riyadh,القدية,False,linear_distance_not_area,False,2018-04-29,,,2018.0,exact,,Under construction,False,تجاري,تحت الإنشاء,القدية
برج الانصاري – Ansari Tower,False,Commercial,['Commercial'],1,150000000.0,,Eastern Region,الخبر,False,empty,True,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
الجوهرة مول – ALJOHARAH MALL,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,104000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
قرية لابالما السكنية الثانية في الرياض – LaPalma Compound Riy...,True,Commercial,"['Commercial', 'Residential']",2,,78000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
تاون سكوير – Town Square,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,37917.0,Makkah Al-Mokarramah,جدة,False,ok,False,2019-05-01,2020-12-31,610.0,2019.0,month-level,year-level,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مركز الترفيه العائلي – Family Entertainment Center,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,9700.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-06-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
الحرمين ستي سنتر – AL HARAMEEN CITY CENTER,False,Commercial,['Commercial'],1,,97016.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
برج لو مداس – Le Mades Tower,False,Commercial,['Commercial'],1,,,Eastern Region,الخبر,False,empty,False,2016-01-01,,,2016.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
سنترو أنس – Centro Anas,False,Commercial,['Commercial'],1,,10800.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
سنترو كورنيش الخبر – Centro Corniche Khobar,False,Commercial,['Commercial'],1,,21000.0,Eastern Region,الخبر,False,ok,False,,2018-01-01,,,,exact,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الخبر"
سنترو الجبيل – Centro Jubail,False,Commercial,['Commercial'],1,,15000.0,Eastern Region,الجبيل,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الجبيل"
ركاء بلازا جابر – RAKA PLAZA JABER,False,Commercial,['Commercial'],1,,11206.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
مليباري سكوير – Malibari Square,False,Commercial,['Commercial'],1,,2500.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
ذا بارك – THE PARK,False,Commercial,['Commercial'],1,,25755.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
الطائف بلازا – TAIF PLAZA,False,Commercial,['Commercial'],1,,23736.0,Makkah Al-Mokarramah,الطائف,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, الطائف"
الربوة بلازا – AL RABWAH PLAZA,False,Commercial,['Commercial'],1,,21585.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
توسعة مستشفى دلة النخيل – DALLAH HOSPITAL EXPANSIONS OF ALNAKHEEL,False,Commercial,"['Commercial', 'Health']",2,500000000.0,14500.0,Al-Riyadh,الرياض,False,ok,True,2014-10-23,2019-06-15,1696.0,2014.0,exact,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
سنترو الخليج – Centro Khaleej,False,Commercial,['Commercial'],1,,21000.0,Eastern Region,الدمام,False,ok,False,2014-01-01,2016-04-28,848.0,2014.0,year-level,exact,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الدمام"
دايموند الخبر – diamond alkhobar malll,False,Commercial,['Commercial'],1,18000000.0,13250.0,Eastern Region,الخبر,False,ok,True,2018-04-01,2019-04-01,365.0,2018.0,month-level,exact,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
توليب إن المدينة الصناعية بجدة – Tulip Inn industrial city in Jeddah...,True,Commercial,"['Commercial', 'Hospitality']",2,153000000.0,17000.0,Makkah Al-Mokarramah,جدة,False,ok,True,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مجمع العقارية بالنرجس – Al-Akaria Complex in Narjis,False,Commercial,"['Commercial', 'Residential']",2,115780000.0,25570.0,Al-Riyadh,الرياض,False,ok,True,2016-07-01,2019-05-31,1064.0,2016.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
مستشفى د. سليمان الحبيب بالصحافة – Dr. Sulaiman Al-Habib Hospital in AL...,True,Commercial,"['Commercial', 'Health']",2,2000000000.0,46000.0,Al-Riyadh,الرياض,False,ok,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
ضاحية فلل الرمال – Al Rimal Villas Complex,False,Commercial,"['Commercial', 'Residential']",2,538283964.0,408000.0,Al-Riyadh,الرياض,False,ok,True,2010-11-01,,,2010.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مجمع متعدد الاستخدام في طريق المدينة –  Mix Use Complex Madinah...,True,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,,Makkah Al-Mokarramah,جدة,False,empty,False,2017-08-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مجمع رفاد للاعمال – Refad Business Park,False,Commercial,"['Commercial', 'Hospitality']",2,,42000.0,Eastern Region,الخبر,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
كليات الأصالة – Al Asala Colleges,False,Commercial,"['Commercial', 'Education']",2,,64155.0,Eastern Region,الدمام,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
